ID,X,name,founded_on,region_name,country_name,city_name,country_code,acquisition_price,announced_on,announced_on_formatted,description,tot_funding,ipo_date,ipo_is_true,ipo_amount,days_to_ipo,acquisition_date,days_to_acquisition,days_to_today,days_to_LIQ,series_a_date,series_b_date,series_c_date,series_d_date,series_e_date,seed_date,angel_date,grant_date,debt_date,equity_date,unattributed_date,days_to_series_a,days_to_series_b,days_to_series_c,days_to_series_d,days_to_series_e,days_to_seed,days_to_angel,days_to_grant,days_to_debt,days_to_equity,days_to_unattributed,days_to_first_fund,days_to_last_fund,PreLiq_funding,AllLiq_funding,FoldReturn_funding,Old_Co,Succeed_co,Stale_co,AgedOut_co,zombie_co,unknown_co,Aargau,Aberdeen.City,Akershus,Alabama,Alagoas,Alaska,Alberta,Almaty,Alsace,Andalucia,Andhra.Pradesh,Anhui,Antwerpen,Aquitaine,Aragon,Arizona,Arkansas,Assam,Asturias,Auckland,Aust.Agder,Baden.Wurttemberg,Barnsley,Basel.Landschaft,Basel.Stadt,Bayern,Bedfordshire,Beijing,Belfast,Berlin,Bern,Birmingham,Brabant.Wallon,Braga,Brandenburg,Bratislava,Bretagne,Bridgend,Bristol..City.of,British.Columbia,Bromley,Brussels.Hoofdstedelijk.Gewest,Buckinghamshire,Bucuresti,Budapest,Caerphilly,California,Cambridgeshire,Canakkale,Canterbury,Cardiff,Carlow,Carmarthenshire,Castilla.y.Leon,Catalonia,Central.Region,Centre,Chernihivs.ka.Oblast.,Cheshire,Cheshire.East,Chiba,Chon.Buri,Coimbra,Coleraine,Colorado,Comunidad.Valenciana,Connecticut,Cork,Croydon,Delaware,Delhi,District.of.Columbia,Distrito.Federal,Dubai,Dublin,Dundee.City,Durham,East.Sussex,Edinburgh..City.of,Emilia.Romagna,England,Entre.Rios,Essex,Faro,Fejer,Florida,Franche.Comte,Friuli.Venezia.Giulia,Galicia,Galway,Gelderland,Geneve,Georgia,Glasgow.City,Goias,Grad.Sofiya,Groningen,Guangdong,Gujarat,Gwynedd,HaDarom,HaMerkaz,HaZafon,Hainan,Hainaut,Hamburg,Hampshire,Harjumaa,Haryana,Haute.Normandie,Hawaii,Hebei,Hefa,Heilongjiang,Herefordshire,Hertford,Hessen,Hlavni.mesto.Praha,Hokkaido,Hong.Kong.Island,Hounslow,Hovedstaden,Hubei,Hunan,Idaho,Ile.de.France,Illinois,Inch.on.jikhalsi,Indiana,Ioannina,Iowa,Islamabad,Islas.Baleares,Jalisco,Jiangsu,Kanagawa,Kansas,Karnataka,Kent,Kentucky,Kerry,Krung.Thep,Kuala.Lumpur,Lancashire,Languedoc.Roussillon,Lazio,Leeds,Leicester,Leiria,Liaoning,Liege,Lima,Limburg,Limousin,Lisboa,Liverpool,Lombardia,Louisiana,Luxembourg,Madhya.Pradesh,Madrid,Maharashtra,Maine,Manchester,Manitoba,Maryland,Massachusetts,Mazowieckie,Mecklenburg.Vorpommern,Michigan,Midi.Pyrenees,Midland,Midlothian,Midtjylland,Milton.Keynes,Minnesota,Mississippi,Missouri,Montana,Moscow.City,Murcia,NA...Puerto.Rico,NA...South.Africa,Namur,Navarra,Nebraska,Nevada,New.Brunswick,New.Hampshire,New.Jersey,New.Mexico,New.South.Wales,New.York,Newcastle.upon.Tyne,Newport,Nicosia,Niederosterreich,Niedersachsen,Nigde,Noord.Brabant,Noord.Holland,Nord.Pas.de.Calais,Nordjylland,Nordrhein.Westfalen,North.Carolina,North.Dakota,North.Lanarkshire,North.Yorkshire,Nottingham,Nova.Scotia,Nuevo.Leon,Ohio,Okinawa,Oklahoma,Ontario,Oost.Vlaanderen,Oregon,Osaka,Oslo,Ostergotlands.Lan,Ostfold,Otago,Oulu,Overijssel,Oxfordshire,Pais.Vasco,Pangasinan,Parana,Pays.de.la.Loire,Pennsylvania,Pest,Piaui,Piemonte,Plymouth,Porto,Provence.Alpes.Cote.d.Azur,Quebec,Queensland,Reading,Region.Metropolitana,Renfrewshire,Rheinland.Pfalz,Rhode.Island,Rhone.Alpes,Riga,Rio.Grande.do.Sul,Rio.de.Janeiro,Rogaland,Saarland,Sachsen,Sachsen.Anhalt,Santa.Catarina,Sao.Paulo,Sardegna,Schleswig.Holstein,Schwyz,Scottish.Borders..The,Seoul.t.ukpyolsi,Setubal,Shaanxi,Shanghai,Shanxi,Sheffield,Sichuan,Skane.Lan,Sligo,Somerset,Sor.Trondelag,South.Australia,South.Carolina,South.Dakota,Southampton,Southern.Finland,Steiermark,Stirling,Stockholms.Lan,Stoke.on.Trent,Sulawesi.Tengah,Surrey,Syddanmark,T.ai.pei,T.ai.wan,Taejon.jikhalsi,Tamil.Nadu,Tartu,Tartumaa,Tel.Aviv,Tennessee,Texas,Thuringen,Ticino,Tipperary,Tirol,Tokyo,Toscana,Troms,Tunis,Uppsala.Lan,Utah,Utrecht,Uttar.Pradesh,Vastra.Gotaland,Vaud,Victoria,Vilniaus.Apskritis,Virginia,Vlaams.Brabant,Vojvodina,Washington,West.Bengal,West.Lothian,West.Virginia,Western.Finland,Wicklow,Wien,Wiltshire,Wisconsin,Wyoming,Yerushalayim,York,Zhejiang,Zug,Zuid.Holland,Zurich,ipoed,ipoed_num,liquidated,mostly_sci,founded_year,pre_ipo_funding,.imp,.id,n_relationships,n_markets,n_locations,healthcare,pharmaceuticals,medical,diagnostic,devices,wellness,technology,information.technology,days_to_end,found_yr,n_people,n_scientists,paperCt,Max_collab,citMax,per_sci_team,citSum,collabTot,isRecession
11,37,Infinity Pharmaceuticals,1/1/01,Massachusetts,United States,Cambridge,USA,NA,20121015,15-Oct-12,Infinity Pharmaceuticals engages in the discovery and development of medicines for the treatment of cancer and related conditions.,181040191,7/26/00,TRUE,9.00E+07,-159,NA,NA,5584,NA,NA,NA,NA,NA,NA,NA,NA,NA,7/1/09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2481,NA,NA,2481,2481,91040191,9.00E+07,0.988574376,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,0,No,No,2001,91040191,1,37,124,1,3,0,0,0,0,0,0,0,0,-159,2001,10,5,84,1,24,0,445,1361,Yes
12,38,BASF,1/1/98,Rheinland-Pfalz,Germany,Ludwigshafen Am Rhein-oggersheim,DEU,NA,NA,NA,The Chemical Company,NA,NA,FALSE,NA,NA,NA,NA,6680,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,0,No,Yes,1998,NA,1,38,121,1,3,0,0,0,0,0,0,0,0,6680,1998,6,5,94,49,15,0.833333333,231,9185,No
13,41,Synthetic Genomics,1/1/05,California,United States,La Jolla,USA,NA,20051223,23-Dec-05,Synthetic Genomics develops genomic-driven solutions to address global energy and environmental challenges.,3.65E+08,NA,FALSE,NA,NA,NA,NA,4123,NA,12/14/05,NA,NA,NA,NA,NA,1/11/11,NA,NA,NA,7/27/09,3776,NA,NA,NA,NA,NA,1922,NA,NA,NA,2455,1922,3776,3.65E+08,0,0,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,0,No,No,2005,NA,1,41,112,1,3,0,0,0,0,0,0,0,0,4123,2005,10,5,198,49,21,0,1249,1971,No
14,42,Navigenics,1/1/06,California,United States,Foster City,USA,NA,20071107,7-Nov-07,Navigenics is a personal genomics company that uses genetic testing to help people determine their individual risk for health conditions.,4.30E+07,NA,FALSE,NA,NA,NA,NA,3758,NA,NA,NA,2/1/10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2266,NA,NA,NA,NA,NA,NA,NA,NA,2266,2266,4.30E+07,0,0,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,0,No,Yes,2006,NA,1,42,112,1,3,0,0,0,0,0,0,0,0,3758,2006,4,3,165,98,51,0.75,2413,1350,No
15,45,Fresenius Medical Care,1/1/96,Saarland,Germany,Homburg,DEU,NA,20150126,26-Jan-15,Fresenius Medical Care provides dialysis treatment for those with chronic kidney diseases.,106185472,NA,FALSE,NA,NA,NA,NA,7411,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,106185472,0,0,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,0,No,No,1996,NA,1,45,104,4,3,0,0,0,0,1,1,1,0,7411,1996,4,1,43,9,1,0,1,374,No
16,46,Affymetrix,1/1/91,California,United States,Santa Clara,USA,NA,NA,NA,"Affymetrix now develops and provides innovative technologies that enable multiplex and parallel analysis of biological systems at the cell,",NA,6/19/96,TRUE,NA,1996,NA,NA,9237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,1,Yes,Yes,1991,NA,1,46,103,1,3,0,0,0,0,0,0,0,0,1996,1991,3,3,37,21,9,1,118,1293,No
17,47,AbbVie,1/1/13,Illinois,United States,Chicago,USA,NA,NA,NA,Biopharmaceutical company,NA,NA,FALSE,NA,NA,NA,NA,1201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,0,No,Yes,2013,NA,1,47,100,3,3,0,1,1,0,0,0,0,0,1201,2013,7,5,12,4,5,0.714285714,26,88,No
18,48,LS9,1/1/05,California,United States,South San Francisco,USA,NA,20101220,20-Dec-10,LS9 is a biotechnology company developing UltraClean䋢 fuels and sustainable chemicals made with the power of synthetic biology.,7.50E+07,NA,FALSE,NA,NA,NA,NA,4123,NA,3/1/07,NA,10/29/09,12/19/10,NA,NA,NA,NA,NA,NA,NA,3334,NA,2361,1945,NA,NA,NA,NA,NA,NA,NA,1945,3334,7.50E+07,0,0,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,0,No,Yes,2005,NA,1,48,100,1,3,0,0,0,0,0,0,0,0,4123,2005,8,6,452,245,79,0.75,6531,4766,No
19,49,Agios Pharmaceuticals,1/1/08,Massachusetts,United States,Cambridge,USA,NA,20100426,26-Apr-10,Agios Pharmaceuticals is a biopharmaceutical company discovering and developing therapeutics for cancer metabolism.,217488000,7/23/13,TRUE,1.06E+08,2030,NA,NA,3028,NA,7/7/08,10/9/07,11/17/11,NA,NA,NA,NA,NA,NA,NA,NA,2840,3112,1612,NA,NA,NA,NA,NA,NA,NA,NA,1612,3112,111488000,1.06E+08,0.950774971,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,1,Yes,No,2008,111488000,1,49,97,2,3,1,0,0,0,0,0,0,0,2030,2008,6,3,65,21,27,0.5,656,3665,Yes
20,50,Onyx Pharmaceuticals,1/1/92,California,United States,South San Francisco,USA,NA,20130825,25-Aug-13,Onyx Pharmaceuticals is a biopharmaceutical company committed to improving the lives of people with cancer.,40300000,2/11/99,TRUE,40300000,2598,NA,NA,8872,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,40300000,Inf,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,1,Yes,No,1992,0,1,50,96,3,3,0,1,1,0,0,0,0,0,2598,1992,4,1,10,6,9,0,125,132,No
21,54,Orion Health,1/1/93,Auckland,New Zealand,Auckland,NZL,NA,NA,NA,"Orion Health is an award winning, global healthcare software company that develops creative and modern solutions.",4800000,NA,FALSE,NA,NA,NA,NA,8506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/20/08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2796,2796,2796,4800000,0,0,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,0,No,No,1993,NA,1,54,92,5,3,0,0,0,0,0,1,1,0,8506,1993,9,5,558,166,55,0.666666667,4101,3592,No
